全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,名称_通称,POIコード,外部識別子,外部識別子の値,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像_ライセンス,備考
141305,141305001009 ,神奈川県川崎市,三田第４公園,ﾐﾀﾀﾞｲ4ｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区三田３丁目５,神奈川県,川崎市,多摩区三田,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001010 ,神奈川県川崎市,三田第５公園,ﾐﾀﾀﾞｲ5ｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区東三田３丁目４－１８,神奈川県,川崎市,多摩区東三田,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001011 ,神奈川県川崎市,三田第６公園,ﾐﾀﾀﾞｲ6ｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区東三田３丁目７－１,神奈川県,川崎市,多摩区東三田,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001012 ,神奈川県川崎市,三田第７公園,ﾐﾀﾀﾞｲ7ｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区三田１丁目１－１８,神奈川県,川崎市,多摩区三田,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001013 ,神奈川県川崎市,南生田１丁目公園,ﾐﾅﾐｲｸﾀ1ﾁｮｳﾒｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区南生田１丁目１－１,神奈川県,川崎市,多摩区南生田,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001014 ,神奈川県川崎市,南生田２丁目丘の上公園,ﾐﾅﾐｲｸﾀ2ﾁｮｳﾒｵｶﾉｳｴｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区南生田２丁目２６,神奈川県,川崎市,多摩区南生田,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001015 ,神奈川県川崎市,南生田２丁目風の谷公園,ﾐﾅﾐｲｸﾀ2ﾁｮｳﾒｶｾﾞﾉﾀﾆｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区南生田２丁目２６,神奈川県,川崎市,多摩区南生田,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001016 ,神奈川県川崎市,南生田２丁目公園,ﾐﾅﾐｲｸﾀ2ﾁｮｳﾒｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区南生田２丁目２４,神奈川県,川崎市,多摩区南生田,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001017 ,神奈川県川崎市,南生田３丁目公園,ﾐﾅﾐｲｸﾀ3ﾁｮｳﾒｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区南生田３丁目９－１,神奈川県,川崎市,多摩区南生田,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001018 ,神奈川県川崎市,南生田４丁目公園,ﾐﾅﾐｲｸﾀ4ﾁｮｳﾒｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区南生田４丁目５－１,神奈川県,川崎市,多摩区南生田,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001019 ,神奈川県川崎市,南生田桜陰公園,ﾐﾅﾐｲｸﾀｵｳｲﾝｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区南生田４丁目２０,神奈川県,川崎市,多摩区南生田,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001020 ,神奈川県川崎市,南生田なかよし公園,ﾐﾅﾐｲｸﾀﾅｶﾖｼｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区南生田２丁目１５,神奈川県,川崎市,多摩区南生田,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001021 ,神奈川県川崎市,南生田ひだまり公園,ﾐﾅﾐｲｸﾀﾋﾀﾞﾏﾘｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区南生田２丁目２８,神奈川県,川崎市,多摩区南生田,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001022 ,神奈川県川崎市,南生田陽光公園,ﾐﾅﾐｲｸﾀﾖｳｺｳｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区南生田４丁目２０,神奈川県,川崎市,多摩区南生田,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001023 ,神奈川県川崎市,向の岡公園,ﾑｺｳﾉｵｶｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区堰１丁目２２－４,神奈川県,川崎市,多摩区堰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001024 ,神奈川県川崎市,"生田寒谷緑地
（生田ふれあいの森）","ｲｸﾀｻﾑﾔﾄﾘｮｸﾁ
(ｲｸﾀﾌﾚｱｲﾉﾓﾘ)",,,1003,,,141356,,神奈川県川崎市多摩区生田５丁目１９６７－１９ほか,神奈川県,川崎市,多摩区生田,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001025 ,神奈川県川崎市,"小沢城址緑地
（小沢城址ふれあいの森）","ｵｻﾞﾜｼﾞｮｳｼﾘｮｸﾁ
（ｵｻﾞﾜｼﾞｮｳｼﾌﾚｱｲﾉﾓﾘ)",,,1003,,,141356,,神奈川県川崎市多摩区菅仙谷１丁目４ほか,神奈川県,川崎市,多摩区菅仙谷,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001026 ,神奈川県川崎市,長尾緑地,ﾅｶﾞｵﾘｮｸﾁ,,,1003,,,141356,,神奈川県川崎市多摩区多摩区長尾６丁目１１５０－１,神奈川県,川崎市,多摩区多摩区長尾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001027 ,神奈川県川崎市,"東生田緑地
（多摩区市民健康の森）","ﾋｶﾞｼｲｸﾀﾘｮｸﾁ
（ﾀﾏｸｼﾐﾝｹﾝｺｳﾉﾓﾘ）",,,1003,,,141356,,神奈川県川崎市多摩区枡形４丁目地内,神奈川県,川崎市,多摩区枡形,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001028 ,神奈川県川崎市,生田８丁目東緑地,ｲｸﾀ8ﾁｮｳﾒﾋｶﾞｼﾘｮｸﾁ,,,1003,,,141356,,神奈川県川崎市多摩区生田８丁目１７,神奈川県,川崎市,多摩区生田,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001029 ,神奈川県川崎市,五ヶ村堀緑地,ｺﾞｶｿﾝﾎﾞﾘﾘｮｸﾁ,,,1003,,,141356,,神奈川県川崎市多摩区登戸３８５４,神奈川県,川崎市,多摩区登戸,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001030 ,神奈川県川崎市,菅北浦緑地,ｽｹﾞｷﾀｳﾗﾘｮｸﾁ,,,1003,,,141356,,神奈川県川崎市多摩区菅北浦４丁目１６－１,神奈川県,川崎市,多摩区菅北浦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001031 ,神奈川県川崎市,菅小谷緑地,ｽｹﾞｺﾀﾆﾘｮｸﾁ,,,1003,,,141356,,神奈川県川崎市多摩区菅仙谷２丁目２－１,神奈川県,川崎市,多摩区菅仙谷,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001032 ,神奈川県川崎市,菅仙谷緑地,ｽｹﾞｾﾝｺﾞｸﾘｮｸﾁ,,,1003,,,141356,,神奈川県川崎市多摩区菅仙谷３丁目１,神奈川県,川崎市,多摩区菅仙谷,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001033 ,神奈川県川崎市,寺尾台緑地,ﾃﾗｵﾀﾞｲﾘｮｸﾁ,,,1003,,,141356,,神奈川県川崎市多摩区寺尾台１丁目１８－３,神奈川県,川崎市,多摩区寺尾台,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001034 ,神奈川県川崎市,中野島ふれあい緑地,ﾅｶﾉｼﾏﾌﾚｱｲﾘｮｸﾁ,,,1003,,,141356,,神奈川県川崎市多摩区中野島４丁目１－１,神奈川県,川崎市,多摩区中野島,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001035 ,神奈川県川崎市,西生田ふれあい緑地,ﾆｼｲｸﾀﾌﾚｱｲﾘｮｸﾁ,,,1003,,,141356,,神奈川県川崎市多摩区西生田４丁目１９,神奈川県,川崎市,多摩区西生田,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001036 ,神奈川県川崎市,西生田緑地,ﾆｼｲｸﾀﾘｮｸﾁ,,,1003,,,141356,,神奈川県川崎市多摩区西生田４丁目１０－１７,神奈川県,川崎市,多摩区西生田,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001037 ,神奈川県川崎市,"登戸第１緑地
（旧　登戸第１号緑地）",ﾉﾎﾞﾘﾄﾀﾞｲ1ﾘｮｸﾁ,,,1003,,,141356,,神奈川県川崎市多摩区登戸新町２２９,神奈川県,川崎市,多摩区登戸新町,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001038 ,神奈川県川崎市,三田第２緑地,ﾐﾀﾀﾞｲ2ﾘｮｸﾁ,,,1003,,,141356,,神奈川県川崎市多摩区三田３丁目６－１,神奈川県,川崎市,多摩区三田,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001039 ,神奈川県川崎市,"三田第７緑地
（旧　三田第１緑地）",ﾐﾀﾀﾞｲ7ﾘｮｸﾁ,,,1003,,,141356,,神奈川県川崎市多摩区三田２丁目１－１６,神奈川県,川崎市,多摩区三田,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001040 ,神奈川県川崎市,南生田７丁目緑地,ﾐﾅﾐｲｸﾀ7ﾁｮｳﾒﾘｮｸﾁ,,,1003,,,141356,,神奈川県川崎市多摩区南生田７丁目６,神奈川県,川崎市,多摩区南生田,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001041 ,神奈川県川崎市,"王禅寺ふるさと公園
（旧　川崎市制６０周年記念総合公園）",ｵｳｾﾞﾝｼﾞﾌﾙｻﾄｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区王禅寺５２８－１,神奈川県,川崎市,麻生区王禅寺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001042 ,神奈川県川崎市,早野聖地公園,ﾊﾔﾉｾｲﾁｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区早野７３２,神奈川県,川崎市,麻生区早野,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001043 ,神奈川県川崎市,王禅寺公園,ｵｳｾﾞﾝｼﾞｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区王禅寺西３丁目２８－１,神奈川県,川崎市,麻生区王禅寺西,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001044 ,神奈川県川崎市,片平公園,ｶﾀﾋﾗｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区片平５丁目２７－１,神奈川県,川崎市,麻生区片平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001045 ,神奈川県川崎市,黒川谷ツ公園,ｸﾛｶﾜﾔﾂｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区はるひ野５丁目９,神奈川県,川崎市,麻生区はるひ野,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001046 ,神奈川県川崎市,化粧面谷公園,ｹｼｮｳﾒﾝﾔﾄｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区王禅寺東５丁目４２－１,神奈川県,川崎市,麻生区王禅寺東,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001047 ,神奈川県川崎市,鶴亀松公園,ﾂﾙｶﾒﾏﾂｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区上麻生４丁目２－１,神奈川県,川崎市,麻生区上麻生,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001048 ,神奈川県川崎市,とんびいけ公園,ﾄﾝﾋﾞｲｹｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区栗木台３丁目１,神奈川県,川崎市,麻生区栗木台,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001049 ,神奈川県川崎市,虹ヶ丘公園,ﾆｼﾞｶﾞｵｶｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区虹ヶ丘１丁目２１－１,神奈川県,川崎市,麻生区虹ヶ丘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001050 ,神奈川県川崎市,万福寺おやしろ公園,ﾏﾝﾌﾟｸｼﾞｵﾔｼﾛｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区万福寺３丁目３,神奈川県,川崎市,麻生区万福寺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001051 ,神奈川県川崎市,万福寺さとやま公園,ﾏﾝﾌﾟｸｼﾞｻﾄﾔﾏｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区万福寺５丁目１９－１,神奈川県,川崎市,麻生区万福寺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001052 ,神奈川県川崎市,万福寺檜山公園,ﾏﾝﾌﾟｸｼﾞﾋﾉｷﾔﾏｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区万福寺２丁目２２－１,神奈川県,川崎市,麻生区万福寺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001053 ,神奈川県川崎市,向原の森公園,ﾑｶｲﾊﾗﾉﾓﾘｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区向原３丁目２－５,神奈川県,川崎市,麻生区向原,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001054 ,神奈川県川崎市,むじなが池公園,ﾑｼﾞﾅｶﾞｲｹｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区白山４丁目６,神奈川県,川崎市,麻生区白山,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001055 ,神奈川県川崎市,山口白山公園,ﾔﾏｸﾞﾁｼﾗﾔﾏｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区上麻生３丁目５－１,神奈川県,川崎市,麻生区上麻生,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001056 ,神奈川県川崎市,百合丘第３公園,ﾕﾘｶﾞｵｶﾀﾞｲ3ｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区百合丘１丁目１１－２,神奈川県,川崎市,麻生区百合丘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001057 ,神奈川県川崎市,池の端公園,ｲｹﾉﾊﾀｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区向原１丁目６－４,神奈川県,川崎市,麻生区向原,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001058 ,神奈川県川崎市,王禅寺入口公園,ｵｳｾﾞﾝｼﾞｲﾘｸﾞﾁｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区王禅寺東５丁目５２－３,神奈川県,川崎市,麻生区王禅寺東,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001059 ,神奈川県川崎市,王禅寺大田谷公園,ｵｳｾﾞﾝｼﾞｵｵﾀﾔﾄｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区王禅寺東３丁目４－１,神奈川県,川崎市,麻生区王禅寺東,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001060 ,神奈川県川崎市,王禅寺大谷公園,ｵｳｾﾞﾝｼﾞｵｵﾀﾆｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区王禅寺東４丁目３２－３４,神奈川県,川崎市,麻生区王禅寺東,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001061 ,神奈川県川崎市,王禅寺瓦谷公園,ｵｳｾﾞﾝｼﾞｶﾜﾗﾀﾆｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区王禅寺東２丁目１４０６－１３,神奈川県,川崎市,麻生区王禅寺東,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001062 ,神奈川県川崎市,王禅寺北第１公園,ｵｳｾﾞﾝｼﾞｷﾀﾀﾞｲ1ｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区王禅寺東１丁目１２－１,神奈川県,川崎市,麻生区王禅寺東,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001063 ,神奈川県川崎市,王禅寺北第２公園,ｵｳｾﾞﾝｼﾞｷﾀﾀﾞｲ2ｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区王禅寺東２丁目１４－１,神奈川県,川崎市,麻生区王禅寺東,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001064 ,神奈川県川崎市,王禅寺北第３公園,ｵｳｾﾞﾝｼﾞｷﾀﾀﾞｲ3ｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区王禅寺西３丁目１８－１１,神奈川県,川崎市,麻生区王禅寺西,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001065 ,神奈川県川崎市,王禅寺北第４公園,ｵｳｾﾞﾝｼﾞｷﾀﾀﾞｲ4ｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区王禅寺東２丁目９－４,神奈川県,川崎市,麻生区王禅寺東,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001066 ,神奈川県川崎市,王禅寺北第５公園,ｵｳｾﾞﾝｼﾞｷﾀﾀﾞｲ5ｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区王禅寺西４丁目１１－１,神奈川県,川崎市,麻生区王禅寺西,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001067 ,神奈川県川崎市,王禅寺北第６公園,ｵｳｾﾞﾝｼﾞｷﾀﾀﾞｲ6ｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区王禅寺西４丁目５－１,神奈川県,川崎市,麻生区王禅寺西,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001068 ,神奈川県川崎市,王禅寺北第７公園,ｵｳｾﾞﾝｼﾞｷﾀﾀﾞｲ7ｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区王禅寺西５丁目２５－９,神奈川県,川崎市,麻生区王禅寺西,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001069 ,神奈川県川崎市,王禅寺けやき公園,ｵｳｾﾞﾝｼﾞｹﾔｷｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区王禅寺東３丁目７－７,神奈川県,川崎市,麻生区王禅寺東,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001070 ,神奈川県川崎市,王禅寺源左ェ門谷公園,ｵｳｾﾞﾝｼﾞｹﾞﾝｻﾞｴﾓﾝﾀﾆｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区東百合丘３丁目１－１,神奈川県,川崎市,麻生区東百合丘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001071 ,神奈川県川崎市,王禅寺源内谷公園,ｵｳｾﾞﾝｼﾞｹﾞﾝﾅｲﾔﾄｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区王禅寺西８丁目２－１,神奈川県,川崎市,麻生区王禅寺西,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001072 ,神奈川県川崎市,王禅寺源内谷中公園,ｵｳｾﾞﾝｼﾞｹﾞﾝﾅｲﾔﾄﾅｶｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区王禅寺西８丁目２２,神奈川県,川崎市,麻生区王禅寺西,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001073 ,神奈川県川崎市,王禅寺源内谷東公園,ｵｳｾﾞﾝｼﾞｹﾞﾝﾅｲﾔﾄﾋｶﾞｼｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区王禅寺西８丁目１５－１,神奈川県,川崎市,麻生区王禅寺西,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001074 ,神奈川県川崎市,王禅寺源内谷南公園,ｵｳｾﾞﾝｼﾞｹﾞﾝﾅｲﾔﾄﾐﾅﾐｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区王禅寺西８丁目３－９,神奈川県,川崎市,麻生区王禅寺西,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001075 ,神奈川県川崎市,王禅寺こども公園,ｵｳｾﾞﾝｼﾞｺﾄﾞﾓｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区王禅寺東３丁目３－４,神奈川県,川崎市,麻生区王禅寺東,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001076 ,神奈川県川崎市,王禅寺さくら公園,ｵｳｾﾞﾝｼﾞｻｸﾗｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区王禅寺東５丁目１７－７,神奈川県,川崎市,麻生区王禅寺東,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001077 ,神奈川県川崎市,王禅寺しいのきポケットパーク,ｵｳｾﾞﾝｼﾞｼｲﾉｷﾎﾟｹｯﾄﾊﾟｰｸ,,,1003,,,141372,,神奈川県川崎市麻生区王禅寺西７丁目２００３－３５,神奈川県,川崎市,麻生区王禅寺西,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001078 ,神奈川県川崎市,王禅寺志村谷ポケットパーク,ｵｳｾﾞﾝﾝｼﾞｼﾑﾗﾔﾄﾎﾟｹｯﾄﾊﾟｰｸ,,,1003,,,141372,,神奈川県川崎市麻生区王禅寺字志村谷３５３－１,神奈川県,川崎市,麻生区王禅寺字志村谷,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001079 ,神奈川県川崎市,王禅寺下耕地公園,ｵｳｾﾞﾝｼﾞｼﾓｺｳﾁｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区王禅寺東６丁目１４－１４,神奈川県,川崎市,麻生区王禅寺東,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001080 ,神奈川県川崎市,王禅寺通公園,ｵｳｾﾞﾝｼﾞﾄｵﾘｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区王禅寺東５丁目４４－１７,神奈川県,川崎市,麻生区王禅寺東,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001081 ,神奈川県川崎市,王禅寺中公園,ｵｳｾﾞﾝｼﾞﾅｶｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区王禅寺東３丁目２６－１,神奈川県,川崎市,麻生区王禅寺東,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001082 ,神奈川県川崎市,王禅寺中第１公園,ｵｳｾﾞﾝｼﾞﾅｶﾀﾞｲ1ｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区王禅寺東２丁目３１－１,神奈川県,川崎市,麻生区王禅寺東,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001083 ,神奈川県川崎市,王禅寺中第２公園,ｵｳｾﾞﾝｼﾞﾅｶﾀﾞｲ2ｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区王禅寺東３丁目１２－１,神奈川県,川崎市,麻生区王禅寺東,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001084 ,神奈川県川崎市,王禅寺中第３公園,ｵｳｾﾞﾝｼﾞﾅｶﾀﾞｲ3ｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区王禅寺東３丁目２９－１,神奈川県,川崎市,麻生区王禅寺東,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001085 ,神奈川県川崎市,王禅寺中第４公園,ｵｳｾﾞﾝｼﾞﾅｶﾀﾞｲ4ｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区王禅寺東４丁目１２－１,神奈川県,川崎市,麻生区王禅寺東,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001086 ,神奈川県川崎市,王禅寺なかよし公園,ｵｳｾﾞﾝｼﾞﾅｶﾖｼｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区王禅寺東３丁目３９－１,神奈川県,川崎市,麻生区王禅寺東,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001087 ,神奈川県川崎市,王禅寺西公園,ｵｳｾﾞﾝｼﾞﾆｼｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区王禅寺西５丁目２１－３,神奈川県,川崎市,麻生区王禅寺西,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001088 ,神奈川県川崎市,王禅寺西５丁目公園,ｵｳｾﾞﾝｼﾞﾆｼ5ﾁｮｳﾒｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区王禅寺西５丁目２２７１－８,神奈川県,川崎市,麻生区王禅寺西,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
